# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CG4229	FBgn0036639	FBtr0075392	protein_coding	0	4	9	181	0	0	1	80	0	5	9	0	0	0	0	0	0	0	0	4	95
CG42296	FBgn0259192	FBtr0299676	protein_coding	0	21	6	228	0	1	2	119	0	5	6	0	0	0	0	0	0	0	0	20	102
CG42299	FBgn0259195	FBtr0299679	protein_coding	0	0	1	118	0	0	0	75	0	0	1	0	0	0	0	0	0	0	0	0	43
CG4230	FBgn0031683	FBtr0079019	protein_coding	0	15	3	309	1	1	12	138	0	30	3	0	0	0	4	0	0	0	0	11	131
CG4230	FBgn0031683	FBtr0329982	protein_coding	0	14	3	347	11	0	4	168	0	30	3	0	0	0	3	0	0	0	0	11	137
CG4230	FBgn0031683	FBtr0329983	protein_coding	0	15	3	346	10	0	4	168	0	30	3	0	0	0	4	0	0	0	0	12	137
CG42300	FBgn0259196	FBtr0299680	protein_coding	0	0	0	107	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	52
CG42302	FBgn0259198	FBtr0299682	protein_coding	0	4	3	133	7	0	3	55	0	0	3	0	0	0	1	0	0	0	0	3	68
CG42304	FBgn0259200	FBtr0299684	protein_coding	0	38	12	371	7	9	36	144	0	9	12	0	0	0	0	0	0	0	0	29	175
CG42304	FBgn0259200	FBtr0344666	protein_coding	0	29	12	324	7	0	1	144	0	9	12	0	0	0	0	0	0	0	0	29	163
CG42305	FBgn0259201	FBtr0299686	protein_coding	0	0	1	189	13	0	2	95	0	2	1	0	0	0	0	0	0	0	0	0	77
CG42305	FBgn0259201	FBtr0299687	protein_coding	0	0	1	190	13	0	2	96	0	2	1	0	0	0	0	0	0	0	0	0	77
CG42305	FBgn0259201	FBtr0345444	protein_coding	0	1	1	199	13	1	7	95	0	2	1	0	0	0	0	0	0	0	0	0	82
CG42306	FBgn0259202	FBtr0299688	protein_coding	0	4	0	300	21	1	9	114	0	16	0	0	0	0	1	0	0	0	0	2	141
CG42306	FBgn0259202	FBtr0299689	protein_coding	0	3	0	279	21	0	4	114	0	2	0	0	0	0	1	0	0	0	0	2	139
CG42306	FBgn0259202	FBtr0340393	protein_coding	0	3	0	276	21	0	2	114	0	2	0	0	0	0	1	0	0	0	0	2	138
CG42307	FBgn0259203	FBtr0299691	protein_coding	0	3	2	335	123	0	0	117	0	13	2	0	0	0	1	0	0	0	0	2	83
CG42307	FBgn0259203	FBtr0299692	protein_coding	0	3	2	335	123	0	0	117	0	13	2	0	0	0	1	0	0	0	0	2	83
CG42307	FBgn0259203	FBtr0299693	protein_coding	0	2	2	246	1	0	0	160	0	2	2	0	0	0	0	0	0	0	0	2	83
CG42307	FBgn0259203	FBtr0344452	protein_coding	0	3	2	335	123	0	0	117	0	13	2	0	0	0	1	0	0	0	0	2	83
CG42308	FBgn0259204	FBtr0299694	protein_coding	0	6	0	123	0	1	4	40	0	1	0	0	0	0	0	0	0	0	0	5	78
CG42308	FBgn0259204	FBtr0299695	protein_coding	0	5	0	123	0	0	1	40	0	0	0	0	0	0	0	0	0	0	0	5	82
CG42313	FBgn0259213	FBtr0299711	protein_coding	0	33	9	1559	25	2	12	93	0	1278	9	0	0	0	7	0	0	0	0	25	157
CG42313	FBgn0259213	FBtr0345431	protein_coding	0	33	9	1559	26	2	12	92	0	1278	9	0	0	0	7	0	0	0	0	25	157
CG42319	FBgn0259219	FBtr0299736	protein_coding	0	4	0	292	11	0	1	108	0	35	0	0	0	0	1	0	0	0	0	3	138
CG42319	FBgn0259219	FBtr0299737	protein_coding	0	4	0	292	11	0	1	108	0	35	0	0	0	0	1	0	0	0	0	3	138
CG42319	FBgn0259219	FBtr0299738	protein_coding	0	4	0	289	0	0	1	116	0	35	0	0	0	0	1	0	0	0	0	3	138
CG42319	FBgn0259219	FBtr0299739	protein_coding	1	7	3	321	0	0	10	116	0	86	3	0	1	0	2	0	0	0	0	5	112
CG42319	FBgn0259219	FBtr0299740	protein_coding	1	22	8	351	11	0	10	107	0	115	8	0	1	0	3	0	0	0	0	19	112
CG42319	FBgn0259219	FBtr0299741	protein_coding	0	19	5	319	11	0	1	107	0	64	5	0	0	0	2	0	0	0	0	17	138
CG42321	FBgn0259221	FBtr0299754	protein_coding	0	89	2	550	4	1	10	52	0	416	2	0	0	0	6	0	0	0	0	82	74
CG42321	FBgn0259221	FBtr0299755	protein_coding	0	95	5	523	4	1	4	52	0	391	5	0	0	0	6	0	0	0	0	88	78
CG42321	FBgn0259221	FBtr0299756	protein_coding	0	92	9	401	6	0	5	88	0	181	9	0	0	0	5	0	0	0	0	87	126
CG42321	FBgn0259221	FBtr0299757	protein_coding	0	97	5	521	7	1	4	52	0	386	5	0	0	0	6	0	0	0	0	90	78
CG42321	FBgn0259221	FBtr0299758	protein_coding	0	87	2	552	11	1	10	52	0	411	2	0	0	0	6	0	0	0	0	80	74
CG42321	FBgn0259221	FBtr0299759	protein_coding	0	91	2	548	7	1	10	52	0	411	2	0	0	0	6	0	0	0	0	84	74
CG42321	FBgn0259221	FBtr0299760	protein_coding	0	86	2	543	6	1	10	88	0	370	2	0	0	0	5	0	0	0	0	80	74
CG42321	FBgn0259221	FBtr0299761	protein_coding	0	89	2	549	4	0	4	52	0	422	2	0	0	0	7	0	0	0	0	82	74
CG42321	FBgn0259221	FBtr0299762	protein_coding	0	95	9	408	4	0	1	52	0	231	9	0	0	0	6	0	0	0	0	89	126
CG42321	FBgn0259221	FBtr0299763	protein_coding	0	95	9	408	4	0	5	52	0	227	9	0	0	0	6	0	0	0	0	89	126
CG42321	FBgn0259221	FBtr0299764	protein_coding	0	97	9	406	7	0	5	52	0	222	9	0	0	0	6	0	0	0	0	91	126
CG42321	FBgn0259221	FBtr0299765	protein_coding	0	92	5	516	6	1	4	88	0	345	5	0	0	0	5	0	0	0	0	86	78
CG42321	FBgn0259221	FBtr0303100	protein_coding	0	90	2	287	6	4	19	88	0	70	2	0	0	0	6	0	0	0	0	80	110
CG42321	FBgn0259221	FBtr0306698	protein_coding	0	87	5	407	4	0	0	52	0	233	5	0	0	0	6	0	0	0	0	81	124
CG42322	FBgn0259222	FBtr0299768	protein_coding	0	14	2	353	0	0	1	49	0	210	2	0	0	0	0	0	0	0	0	14	93
CG42322	FBgn0259222	FBtr0299771	protein_coding	0	15	3	383	15	0	1	45	0	229	3	0	0	0	0	0	0	0	0	15	93
CG42322	FBgn0259222	FBtr0299772	protein_coding	0	15	3	383	15	0	1	45	0	229	3	0	0	0	0	0	0	0	0	15	93
CG42322	FBgn0259222	FBtr0305057	protein_coding	0	14	2	379	14	0	1	45	0	226	2	0	0	0	0	0	0	0	0	14	93
CG42322	FBgn0259222	FBtr0305058	protein_coding	0	14	2	379	11	0	1	45	0	229	2	0	0	0	0	0	0	0	0	14	93
CG42322	FBgn0259222	FBtr0345263	protein_coding	0	15	3	383	15	0	1	45	0	229	3	0	0	0	0	0	0	0	0	15	93
CG42323	FBgn0259223	FBtr0299774	protein_coding	0	1	0	109	3	0	0	18	0	43	0	0	0	0	0	0	0	0	0	1	45
CG42323	FBgn0259223	FBtr0299776	protein_coding	0	3	1	106	3	0	0	18	0	40	1	0	0	0	0	0	0	0	0	3	45
CG42324	FBgn0259224	FBtr0330142	protein_coding	0	9	7	972	1	0	2	84	0	792	7	0	0	0	0	0	0	0	0	9	93
CG42324	FBgn0259224	FBtr0334632	protein_coding	0	31	12	825	36	0	13	132	0	489	12	0	0	0	2	0	0	0	0	29	157
CG42324	FBgn0259224	FBtr0334633	protein_coding	0	2	1	724	1	0	13	84	0	469	1	0	0	0	0	0	0	0	0	2	157
CG42324	FBgn0259224	FBtr0334634	protein_coding	0	31	12	825	36	0	13	132	0	489	12	0	0	0	2	0	0	0	0	29	157
CG42324	FBgn0259224	FBtr0334635	protein_coding	0	38	18	1073	36	0	2	132	0	812	18	0	0	0	2	0	0	0	0	36	93
CG42324	FBgn0259224	FBtr0334636	protein_coding	0	38	18	1073	36	0	2	132	0	812	18	0	0	0	2	0	0	0	0	36	93
CG42326	FBgn0259226	FBtr0299788	protein_coding	0	37	6	236	8	1	8	85	0	38	6	0	0	0	3	0	0	0	0	33	100
CG42326	FBgn0259226	FBtr0339346	protein_coding	0	53	21	322	8	4	22	85	0	123	21	0	0	0	3	0	0	0	0	47	86
CG42327	FBgn0259227	FBtr0299789	protein_coding	0	43	44	315	4	2	9	46	0	191	44	0	0	0	0	0	0	0	0	41	65
CG42329	FBgn0259229	FBtr0299796	protein_coding	0	32	26	272	4	0	1	121	0	14	26	0	0	0	6	0	0	0	0	28	136
CG42331	FBgn0259233	FBtr0299842	protein_coding	0	66	40	335	0	0	0	118	0	152	40	0	0	0	1	0	0	0	0	65	66
CG42331	FBgn0259233	FBtr0299843	protein_coding	0	64	35	237	0	1	4	118	0	8	35	0	0	0	0	0	0	0	0	63	107
CG42331	FBgn0259233	FBtr0304106	protein_coding	0	66	40	312	0	0	2	118	0	122	40	0	0	0	1	0	0	0	0	65	71
CG42335	FBgn0259237	FBtr0344211	protein_coding	3	46	28	139	0	0	0	73	0	17	28	0	0	0	5	0	2	1	0	42	53
CG42336	FBgn0259238	FBtr0299853	protein_coding	0	5	0	141	3	0	3	66	0	49	0	0	0	0	1	0	0	0	0	4	21
CG42336	FBgn0259238	FBtr0299854	protein_coding	0	7	4	119	3	0	5	66	0	1	4	0	0	0	0	0	0	0	0	7	44
CG42336	FBgn0259238	FBtr0299855	protein_coding	0	7	5	118	3	0	2	66	0	0	5	0	0	0	0	0	0	0	0	7	47
CG42336	FBgn0259238	FBtr0299856	protein_coding	0	6	0	124	3	0	1	66	0	18	0	0	0	0	1	0	0	0	0	5	37
CG42336	FBgn0259238	FBtr0303157	protein_coding	0	7	0	139	3	0	5	66	0	46	0	0	0	0	2	0	0	0	0	5	21
CG42337	FBgn0259239	FBtr0299857	protein_coding	0	4	3	109	3	1	2	21	0	49	3	0	0	0	0	0	0	0	0	3	34
CG42337	FBgn0259239	FBtr0305981	protein_coding	0	4	3	113	8	1	2	20	0	49	3	0	0	0	0	0	0	0	0	3	34
CG42339	FBgn0259241	FBtr0299861	protein_coding	0	7	2	162	4	1	2	73	0	21	2	0	0	0	0	0	0	0	0	6	62
CG42339	FBgn0259241	FBtr0299862	protein_coding	0	10	5	978	9	0	1	65	0	849	5	0	0	0	2	0	0	0	0	8	56
CG42340	FBgn0259242	FBtr0299863	protein_coding	0	19	0	702	24	4	27	47	0	542	0	0	0	0	3	0	0	0	0	12	64
CG42340	FBgn0259242	FBtr0331297	protein_coding	0	25	0	690	17	4	27	42	0	542	0	0	0	0	3	0	0	0	0	18	64
CG42340	FBgn0259242	FBtr0332386	protein_coding	0	20	0	1161	16	4	27	71	0	985	0	0	0	0	4	0	0	0	0	12	64
CG42342	FBgn0259244	FBtr0299894	protein_coding	0	9	5	1223	9	3	17	58	0	1011	5	0	0	0	0	0	0	0	0	6	128
CG42342	FBgn0259244	FBtr0303650	protein_coding	0	9	5	1223	9	3	17	58	0	1011	5	0	0	0	0	0	0	0	0	6	128
CG42342	FBgn0259244	FBtr0305005	protein_coding	0	9	5	1223	9	3	17	58	0	1011	5	0	0	0	0	0	0	0	0	6	128
CG42342	FBgn0259244	FBtr0305006	protein_coding	0	9	5	1223	9	3	17	58	0	1011	5	0	0	0	0	0	0	0	0	6	128
CG42342	FBgn0259244	FBtr0336775	protein_coding	0	6	5	1204	23	3	17	53	0	983	5	0	0	0	0	0	0	0	0	3	128
CG42342	FBgn0259244	FBtr0336776	protein_coding	0	6	5	1204	23	3	17	53	0	983	5	0	0	0	0	0	0	0	0	3	128
CG42342	FBgn0259244	FBtr0336777	protein_coding	0	8	5	1224	3	3	17	58	0	1018	5	0	0	0	0	0	0	0	0	5	128
CG42342	FBgn0259244	FBtr0336778	protein_coding	0	8	5	1224	3	3	17	58	0	1018	5	0	0	0	0	0	0	0	0	5	128
CG42342	FBgn0259244	FBtr0336779	protein_coding	0	8	5	1224	9	3	17	58	0	1012	5	0	0	0	0	0	0	0	0	5	128
CG42342	FBgn0259244	FBtr0336780	protein_coding	0	8	5	1224	9	3	17	58	0	1012	5	0	0	0	0	0	0	0	0	5	128
CG42342	FBgn0259244	FBtr0336781	protein_coding	0	9	5	1223	9	3	17	58	0	1011	5	0	0	0	0	0	0	0	0	6	128
CG42342	FBgn0259244	FBtr0336782	protein_coding	0	9	5	1223	9	3	17	58	0	1011	5	0	0	0	0	0	0	0	0	6	128
CG42343	FBgn0259245	FBtr0299898	protein_coding	0	17	4	527	31	0	4	50	0	420	4	0	0	0	2	0	0	0	0	15	24
CG42343	FBgn0259245	FBtr0299899	protein_coding	0	3	3	274	4	0	4	80	0	162	3	0	0	0	0	0	0	0	0	3	24
CG42343	FBgn0259245	FBtr0299900	protein_coding	0	4	3	273	4	0	2	80	0	164	3	0	0	0	1	0	0	0	0	3	24
CG42343	FBgn0259245	FBtr0299901	protein_coding	0	18	4	526	31	0	2	50	0	422	4	0	0	0	3	0	0	0	0	15	24
CG42343	FBgn0259245	FBtr0343091	protein_coding	0	17	4	527	31	0	4	50	0	420	4	0	0	0	2	0	0	0	0	15	24
CG42346	FBgn0259677	FBtr0333177	protein_coding	0	37	11	460	4	0	0	7	0	403	11	0	0	0	0	0	0	0	0	37	46
CG42346	FBgn0259677	FBtr0333178	protein_coding	0	37	11	469	7	0	0	13	0	403	11	0	0	0	0	0	0	0	0	37	46
CG42353	FBgn0259699	FBtr0299952	protein_coding	0	32	10	208	29	1	3	32	0	79	10	0	0	0	2	0	0	0	0	29	67
CG42353	FBgn0259699	FBtr0299953	protein_coding	1	35	10	207	29	4	10	32	0	72	10	0	0	1	2	0	0	0	0	29	67
CG42354	FBgn0259700	FBtr0299949	protein_coding	0	12	10	116	8	0	2	32	0	10	10	0	0	0	1	0	0	0	0	11	65
CG42354	FBgn0259700	FBtr0299950	protein_coding	0	19	10	226	8	6	42	32	0	79	10	0	0	0	2	0	0	0	0	11	67
CG42354	FBgn0259700	FBtr0299951	protein_coding	1	22	10	225	8	9	49	32	0	72	10	0	0	1	2	0	0	0	0	11	67
CG42354	FBgn0259700	FBtr0310314	protein_coding	0	11	10	109	8	0	0	32	0	4	10	0	0	0	0	0	0	0	0	11	65
CG42354	FBgn0259700	FBtr0310315	protein_coding	0	11	10	109	8	0	0	32	0	4	10	0	0	0	0	0	0	0	0	11	65
CG42354	FBgn0259700	FBtr0310316	protein_coding	0	12	10	116	8	0	2	32	0	10	10	0	0	0	1	0	0	0	0	11	65
CG42355	FBgn0259701	FBtr0309792	protein_coding	0	1	2	261	0	0	2	135	0	0	2	0	0	0	0	0	0	0	0	1	124
CG42355	FBgn0259701	FBtr0344866	protein_coding	0	1	2	261	0	0	2	135	0	0	2	0	0	0	0	0	0	0	0	1	124
CG42356	FBgn0259702	FBtr0299955	protein_coding	0	32	23	253	0	0	0	124	0	2	23	0	0	0	0	0	0	0	0	32	127
CG42357	FBgn0259703	FBtr0299956	protein_coding	0	19	35	260	0	0	0	118	0	0	35	0	0	0	0	0	0	0	0	19	142
CG42358	FBgn0259704	FBtr0299957	protein_coding	0	15	6	248	0	0	0	70	0	27	6	0	0	0	1	0	0	0	0	14	152
CG42359	FBgn0259705	FBtr0299958	protein_coding	0	9	11	229	5	2	7	63	0	2	11	0	0	0	1	0	0	0	0	6	152
CG42360	FBgn0259742	FBtr0299959	protein_coding	0	9	5	113	2	0	0	53	0	12	5	0	0	0	3	0	0	0	0	6	49
CG42361	FBgn0259707	FBtr0299960	protein_coding	0	1	0	101	2	0	0	48	0	1	0	0	0	0	0	0	0	0	0	1	50
CG42362	FBgn0259708	FBtr0299961	protein_coding	0	5	2	209	23	0	0	74	0	0	2	0	0	0	1	0	0	0	0	4	112
CG42362	FBgn0259708	FBtr0345939	protein_coding	0	5	2	220	23	0	4	74	0	0	2	0	0	0	1	0	0	0	0	4	119
CG42363	FBgn0259709	FBtr0299962	protein_coding	0	6	3	207	12	0	9	74	0	0	3	0	0	0	1	0	0	0	0	5	112
CG42363	FBgn0259709	FBtr0345940	protein_coding	0	6	3	218	12	0	13	74	0	0	3	0	0	0	1	0	0	0	0	5	119
CG42364	FBgn0259710	FBtr0302526	protein_coding	0	7	9	181	0	0	0	69	0	0	9	0	0	0	0	0	0	0	0	7	112
CG42365	FBgn0259711	FBtr0299964	protein_coding	0	11	10	169	1	1	10	55	0	0	10	0	0	0	0	0	0	0	0	10	103
CG42366	FBgn0259712	FBtr0299965	protein_coding	0	71	5	508	9	1	10	151	0	127	5	0	0	0	8	0	0	0	0	62	219
CG42366	FBgn0259712	FBtr0331633	protein_coding	0	72	5	507	3	1	10	151	0	133	5	0	0	0	9	0	0	0	0	62	219
CG42367	FBgn0259713	FBtr0331634	protein_coding	0	10	6	344	7	0	4	120	0	1	6	0	0	0	1	0	0	0	0	9	213
CG42368	FBgn0259714	FBtr0299967	protein_coding	0	37	3	1179	15	3	14	143	0	856	3	0	0	0	4	0	0	0	0	30	154
CG42369	FBgn0259715	FBtr0299968	protein_coding	0	43	7	277	0	0	4	151	0	0	7	0	0	0	0	0	0	0	0	43	122
CG42370	FBgn0259716	FBtr0299969	protein_coding	0	24	14	296	2	0	0	140	0	0	14	0	0	0	0	0	0	0	0	24	154
CG42371	FBgn0259717	FBtr0299970	protein_coding	0	3	0	152	5	0	1	77	0	0	0	0	0	0	0	0	0	0	0	3	69
CG42372	FBgn0259718	FBtr0299971	protein_coding	0	6	0	328	12	1	5	131	0	5	0	0	0	0	0	0	0	0	0	5	175
CG42372	FBgn0259718	FBtr0340023	protein_coding	0	5	0	323	12	0	1	131	0	5	0	0	0	0	0	0	0	0	0	5	174
CG42374	FBgn0259720	FBtr0299975	protein_coding	0	2	0	166	12	0	1	72	0	19	0	0	0	0	0	0	0	0	0	2	62
CG42374	FBgn0259720	FBtr0344455	protein_coding	0	3	0	169	12	0	8	72	0	24	0	0	0	0	1	0	0	0	0	2	53
CG42375	FBgn0259721	FBtr0299976	protein_coding	0	3	2	269	26	0	0	115	0	1	2	0	0	0	0	0	0	0	0	3	127
CG42376	FBgn0259722	FBtr0299977	protein_coding	0	0	0	16	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	10
CG42376	FBgn0259722	FBtr0299978	protein_coding	0	0	0	16	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	10
CG42379	FBgn0259725	FBtr0299990	protein_coding	0	3	0	205	18	1	4	113	0	0	0	0	0	0	0	0	0	0	0	2	70
CG42379	FBgn0259725	FBtr0299991	protein_coding	0	3	0	205	18	1	4	113	0	0	0	0	0	0	0	0	0	0	0	2	70
CG4238	FBgn0031384	FBtr0301066	protein_coding	0	59	3	347	16	0	0	68	0	122	3	0	0	0	8	0	0	0	0	51	149
CG4238	FBgn0031384	FBtr0301067	protein_coding	0	55	2	522	16	0	4	68	0	296	2	0	0	0	8	0	0	0	0	47	146
CG4238	FBgn0031384	FBtr0301068	protein_coding	0	57	5	681	16	1	3	68	0	489	5	0	0	0	8	0	0	0	0	48	113
CG4238	FBgn0031384	FBtr0330671	protein_coding	0	55	2	636	16	0	4	68	0	458	2	0	0	0	8	0	0	0	0	47	98
CG4238	FBgn0031384	FBtr0330672	protein_coding	0	57	5	681	16	1	3	68	0	489	5	0	0	0	8	0	0	0	0	48	113
CG4238	FBgn0031384	FBtr0334773	protein_coding	0	59	3	351	18	0	0	70	0	122	3	0	0	0	8	0	0	0	0	51	149
CG4238	FBgn0031384	FBtr0334774	protein_coding	0	55	2	526	18	0	4	70	0	296	2	0	0	0	8	0	0	0	0	47	146
CG42380	FBgn0259726	FBtr0299992	protein_coding	0	4	0	204	15	1	6	113	0	0	0	0	0	0	0	0	0	0	0	3	70
CG42380	FBgn0259726	FBtr0299993	protein_coding	0	4	0	204	15	1	6	113	0	0	0	0	0	0	0	0	0	0	0	3	70
CG42381	FBgn0259727	FBtr0299989	protein_coding	0	1	3	203	20	0	0	113	0	0	3	0	0	0	0	0	0	0	0	1	70
CG42382	FBgn0259728	FBtr0299994	protein_coding	0	0	5	138	2	0	0	97	0	1	5	0	0	0	0	0	0	0	0	0	38
CG42383	FBgn0259729	FBtr0299995	protein_coding	0	11	4	210	0	1	2	106	0	0	4	0	0	0	0	0	0	0	0	10	102
CG42388	FBgn0259734	FBtr0300000	protein_coding	0	27	8	237	0	0	2	61	0	91	8	0	0	0	1	0	0	0	0	26	84
CG42388	FBgn0259734	FBtr0300001	protein_coding	0	19	2	281	0	1	4	61	0	160	2	0	0	0	1	0	0	0	0	17	57
CG42388	FBgn0259734	FBtr0302905	protein_coding	0	20	2	388	0	1	3	61	0	270	2	0	0	0	1	0	0	0	0	18	55
CG42388	FBgn0259734	FBtr0302906	protein_coding	0	19	2	389	0	1	3	61	0	271	2	0	0	0	1	0	0	0	0	17	55
CG42388	FBgn0259734	FBtr0302907	protein_coding	0	27	8	256	21	0	2	59	0	91	8	0	0	0	1	0	0	0	0	26	84
CG42388	FBgn0259734	FBtr0343357	protein_coding	0	29	8	392	21	1	3	59	0	255	8	0	0	0	1	0	0	0	0	27	55
CG42389	FBgn0259735	FBtr0300003	protein_coding	0	59	25	2676	3	3	18	88	0	2446	25	0	0	0	0	0	0	0	0	56	121
CG42389	FBgn0259735	FBtr0300004	protein_coding	0	50	14	1439	3	2	8	88	0	1218	14	0	0	0	0	0	0	0	0	48	122
CG42389	FBgn0259735	FBtr0300005	protein_coding	0	44	11	219	3	1	5	88	0	3	11	0	0	0	0	0	0	0	0	43	120
CG42389	FBgn0259735	FBtr0335497	protein_coding	0	52	14	1467	12	2	8	106	0	1217	14	0	0	0	1	0	0	0	0	49	125
CG4239	FBgn0030745	FBtr0074268	protein_coding	0	7	1	170	4	0	8	78	0	26	1	0	0	0	1	0	0	0	0	6	55
CG4239	FBgn0030745	FBtr0074269	protein_coding	0	7	1	170	4	0	2	78	0	32	1	0	0	0	1	0	0	0	0	6	55
CG4239	FBgn0030745	FBtr0074270	protein_coding	0	7	1	164	4	0	5	78	0	26	1	0	0	0	1	0	0	0	0	6	52
CG4239	FBgn0030745	FBtr0340314	protein_coding	0	7	1	151	4	0	1	78	0	10	1	0	0	0	1	0	0	0	0	6	59
CG42390	FBgn0259736	FBtr0300006	protein_coding	0	63	20	393	4	3	10	52	0	183	20	0	0	0	8	0	0	0	0	54	150
CG42390	FBgn0259736	FBtr0300008	protein_coding	0	62	20	394	4	3	10	52	0	184	20	0	0	0	7	0	0	0	0	53	150
CG42390	FBgn0259736	FBtr0336711	protein_coding	0	63	20	393	4	3	12	52	0	181	20	0	0	0	8	0	0	0	0	54	150
CG42391	FBgn0259737	FBtr0300042	protein_coding	0	3	5	155	0	0	0	77	0	0	5	0	0	0	0	0	0	0	0	3	78
CG42392	FBgn0259738	FBtr0300043	protein_coding	0	1	0	204	0	0	4	108	0	0	0	0	0	0	0	0	0	0	0	1	92
CG42393	FBgn0259739	FBtr0300044	protein_coding	0	10	0	208	7	0	2	46	0	3	0	0	0	0	3	0	0	0	0	7	152
CG42394	FBgn0259740	FBtr0300045	protein_coding	0	3	1	135	2	0	0	75	0	14	1	0	0	0	1	0	0	0	0	2	44
CG42394	FBgn0259740	FBtr0302201	protein_coding	0	3	1	135	2	0	0	75	0	14	1	0	0	0	1	0	0	0	0	2	44
CG42394	FBgn0259740	FBtr0304667	protein_coding	0	3	1	136	2	0	0	75	0	14	1	0	0	0	1	0	0	0	0	2	45
CG42394	FBgn0259740	FBtr0344026	protein_coding	0	3	1	136	2	0	0	75	0	14	1	0	0	0	1	0	0	0	0	2	45
CG42395	FBgn0259741	FBtr0344967	protein_coding	0	2	1	126	0	0	2	59	0	0	1	0	0	0	0	0	0	0	0	2	65
CG42397	FBgn0259748	FBtr0300506	protein_coding	0	3	5	95	1	0	0	31	0	0	5	0	0	0	0	0	0	0	0	3	63
CG42399	FBgn0259818	FBtr0301929	protein_coding	0	4	14	105	0	0	1	41	0	34	14	0	0	0	0	0	0	0	0	4	29
CG42399	FBgn0259818	FBtr0330643	protein_coding	0	4	14	105	0	0	1	41	0	34	14	0	0	0	0	0	0	0	0	4	29
CG42402	FBgn0259821	FBtr0301942	protein_coding	0	1	5	40	4	0	1	2	0	22	5	0	0	0	0	0	0	0	0	1	11
CG42402	FBgn0259821	FBtr0336454	protein_coding	0	1	5	45	4	0	3	2	0	34	5	0	0	0	0	0	0	0	0	1	2
CG42402	FBgn0259821	FBtr0339974	protein_coding	0	1	4	46	4	0	3	2	0	35	4	0	0	0	0	0	0	0	0	1	2
CG42404	FBgn0259823	FBtr0305613	protein_coding	0	29	6	141	17	0	1	29	0	41	6	0	0	0	0	0	0	0	0	29	53
CG42404	FBgn0259823	FBtr0305614	protein_coding	0	29	6	144	20	0	1	29	0	41	6	0	0	0	0	0	0	0	0	29	53
CG42404	FBgn0259823	FBtr0345173	protein_coding	0	1	0	178	54	0	1	29	0	41	0	0	0	0	0	0	0	0	0	1	53
CG42445	FBgn0259916	FBtr0300199	protein_coding	0	8	1	309	5	1	11	142	0	81	1	0	0	0	0	0	0	0	0	7	70
CG42445	FBgn0259916	FBtr0332760	protein_coding	0	9	1	305	5	2	13	138	0	79	1	0	0	0	0	0	0	0	0	7	70
CG42446	FBgn0259917	FBtr0300198	protein_coding	0	2	0	141	4	0	0	60	0	6	0	0	0	0	0	0	0	0	1	1	71
CG42449	FBgn0259926	FBtr0300221	protein_coding	0	6	4	167	1	0	0	92	0	7	4	0	0	0	1	0	0	0	0	5	68
CG42449	FBgn0259926	FBtr0300222	protein_coding	0	4	3	170	10	0	0	92	0	0	3	0	0	0	0	0	0	0	0	4	68
CG42450	FBgn0259927	FBtr0300218	protein_coding	0	18	11	158	0	0	7	43	0	64	11	0	0	0	2	0	0	0	0	16	46
CG42450	FBgn0259927	FBtr0310343	protein_coding	0	18	11	202	30	0	7	57	0	64	11	0	0	0	2	0	0	0	0	16	46
CG42455	FBgn0259932	FBtr0300237	protein_coding	0	2	1	299	4	0	1	131	0	4	1	0	0	0	0	0	0	0	0	2	159
CG42455	FBgn0259932	FBtr0300238	protein_coding	0	2	1	313	4	0	2	131	0	16	1	0	0	0	0	0	0	0	0	2	160
CG42455	FBgn0259932	FBtr0300239	protein_coding	0	2	1	313	4	0	2	131	0	16	1	0	0	0	0	0	0	0	0	2	160
CG42456	FBgn0259933	FBtr0300240	protein_coding	0	1	1	288	18	0	3	111	0	11	1	0	0	0	1	0	0	0	0	0	146
CG42458	FBgn0259935	FBtr0300248	protein_coding	0	28	5	1165	21	3	10	205	0	732	5	0	0	0	4	0	0	0	0	22	200
CG42460	FBgn0259950	FBtr0300294	protein_coding	0	8	4	393	0	1	3	200	0	3	4	0	0	0	0	0	0	0	0	7	187
CG42460	FBgn0259950	FBtr0343241	protein_coding	0	9	4	401	11	1	3	197	0	3	4	0	0	0	1	0	0	0	0	7	187
CG42463	FBgn0259953	FBtr0302203	protein_coding	0	7	1	358	3	0	0	143	0	10	1	0	0	0	2	0	0	0	0	5	204
CG42464	FBgn0259954	FBtr0300300	protein_coding	0	6	3	366	0	0	1	162	0	0	3	0	0	0	0	0	0	0	0	6	203
